Referrer Zip Code,Days between Records Requested and Received Median,Days between Records Requested and Received Q1,Days between Records Requested and Received Q3,Days between Records Requested and Received Iqr,Days between Films Requested and Received Median,Days between Films Requested and Received Q1,Days between Films Requested and Received Q3,Days between Films Requested and Received Iqr,Days between Initial Contact and IV Median,Days between Initial Contact and IV Q1,Days between Initial Contact and IV Q3,Days between Initial Contact and IV Iqr,Days between Initial Contact and Surgery Median,Days between Initial Contact and Surgery Q1,Days between Initial Contact and Surgery Q3,Days between Initial Contact and Surgery Iqr,Number of Records
46050,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,55.0,55.0,55.0,0.0,57.0,57.0,57.0,0.0,1
42031,21.0,21.0,21.0,0.0,21.0,21.0,21.0,0.0,61.0,61.0,61.0,0.0,,,,,1
42122,,,,,,,,,,,,,,,,,1
42206,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
42256,0.0,0.0,0.0,0.0,,,,,57.0,57.0,57.0,0.0,58.0,58.0,58.0,0.0,1
40484,13.0,13.0,13.0,0.0,23.0,23.0,23.0,0.0,,,,,,,,,1
40509,14.0,14.0,14.0,0.0,18.0,18.0,18.0,0.0,68.0,68.0,68.0,0.0,,,,,1
40513,,,,,,,,,,,,,,,,,1
40601,,,,,,,,,,,,,,,,,1
43082,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
43207,3.0,3.0,3.0,0.0,6.0,6.0,6.0,0.0,23.0,23.0,23.0,0.0,,,,,1
43220,1.0,1.0,1.0,0.0,7.0,7.0,7.0,0.0,43.0,43.0,43.0,0.0,,,,,1
43223,11.0,11.0,11.0,0.0,15.0,15.0,15.0,0.0,41.0,41.0,41.0,0.0,42.0,42.0,42.0,0.0,1
41076,74.0,74.0,74.0,0.0,42.0,42.0,42.0,0.0,125.0,125.0,125.0,0.0,,,,,1
41139,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,82.0,82.0,82.0,0.0,,,,,1
41635,,,,,,,,,132.0,132.0,132.0,0.0,,,,,1
42003,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
47374,13.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,61.0,61.0,61.0,0.0,62.0,62.0,62.0,0.0,1
47408,1.0,1.0,1.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
47448,6.0,6.0,6.0,0.0,119.0,119.0,119.0,0.0,197.0,197.0,197.0,0.0,,,,,1
47532,2.0,2.0,2.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
47715,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
46307,,,,,,,,,,,,,,,,,1
46534,16.0,16.0,16.0,0.0,,,,,,,,,,,,,1
46617,21.0,21.0,21.0,0.0,13.0,13.0,13.0,0.0,71.0,71.0,71.0,0.0,72.0,72.0,72.0,0.0,1
48187,,,,,,,,,,,,,,,,,1
48331,,,,,,,,,,,,,,,,,1
48609,,,,,,,,,,,,,14.0,14.0,14.0,0.0,1
48872,,,,,,,,,,,,,,,,,1
49053,,,,,,,,,,,,,,,,,1
47165,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,,,,,,,,,1
47274,,,,,9.0,9.0,9.0,0.0,110.0,110.0,110.0,0.0,111.0,111.0,111.0,0.0,1
47331,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,72.0,72.0,72.0,0.0,73.0,73.0,73.0,0.0,1
44201,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,27.0,27.0,27.0,0.0,,,,,1
44223,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,48.0,48.0,48.0,0.0,,,,,1
44281,8.0,8.0,8.0,0.0,1074.0,1074.0,1074.0,0.0,,,,,,,,,1
44305,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,55.0,55.0,55.0,0.0,,,,,1
44688,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,77.0,77.0,77.0,0.0,,,,,1
44822,12.0,12.0,12.0,0.0,12.0,12.0,12.0,0.0,34.0,34.0,34.0,0.0,,,,,1
47906,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,,,,,,,,,1
48176,,,,,,,,,,,,,,,,,1
44907,,,,,,,,,,,,,,,,,1
45030,27.0,27.0,27.0,0.0,52.0,52.0,52.0,0.0,68.0,68.0,68.0,0.0,69.0,69.0,69.0,0.0,1
45044,,,,,,,,,,,,,,,,,1
45231,3.0,3.0,3.0,0.0,,,,,54.0,54.0,54.0,0.0,,,,,1
45238,,,,,9.0,9.0,9.0,0.0,,,,,,,,,1
45241,30.0,30.0,30.0,0.0,,,,,,,,,,,,,1
44123,,,,,,,,,41.0,41.0,41.0,0.0,46.0,46.0,46.0,0.0,1
44145,4.0,4.0,4.0,0.0,,,,,16.0,16.0,16.0,0.0,,,,,1
53511,,,,,,,,,,,,,,,,,1
53532,,,,,,,,,,,,,,,,,1
53064,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,96.0,96.0,96.0,0.0,97.0,97.0,97.0,0.0,1
53083,9.0,9.0,9.0,0.0,14.0,14.0,14.0,0.0,,,,,,,,,1
53085,8.0,8.0,8.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
53091,25.0,25.0,25.0,0.0,,,,,68.0,68.0,68.0,0.0,69.0,69.0,69.0,0.0,1
53095,1.0,1.0,1.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
53129,,,,,6.0,6.0,6.0,0.0,,,,,,,,,1
54129,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,29.0,29.0,29.0,0.0,30.0,30.0,30.0,0.0,1
54208,,,,,,,,,,,,,,,,,1
53208,,,,,,,,,,,,,,,,,1
53210,7.0,7.0,7.0,0.0,14.0,14.0,14.0,0.0,78.0,78.0,78.0,0.0,79.0,79.0,79.0,0.0,1
53211,,,,,,,,,,,,,,,,,1
53215,47.0,47.0,47.0,0.0,47.0,47.0,47.0,0.0,,,,,,,,,1
53217,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,1
53404,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,54.0,54.0,54.0,0.0,56.0,56.0,56.0,0.0,1
46226,27.0,27.0,27.0,0.0,27.0,27.0,27.0,0.0,,,,,,,,,1
46237,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
46240,,,,,,,,,15.0,15.0,15.0,0.0,18.0,18.0,18.0,0.0,1
53562,307.0,307.0,307.0,0.0,307.0,307.0,307.0,0.0,,,,,,,,,1
53703,,,,,,,,,,,,,,,,,1
53704,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,1
53913,1.0,1.0,1.0,0.0,8.0,8.0,8.0,0.0,,,,,,,,,1
54001,,,,,,,,,58.0,58.0,58.0,0.0,59.0,59.0,59.0,0.0,1
46923,,,,,6.0,6.0,6.0,0.0,47.0,47.0,47.0,0.0,48.0,48.0,48.0,0.0,1
47126,,,,,12.0,12.0,12.0,0.0,23.0,23.0,23.0,0.0,,,,,1
47145,6.0,6.0,6.0,0.0,4.0,4.0,4.0,0.0,42.0,42.0,42.0,0.0,45.0,45.0,45.0,0.0,1
47161,3.0,3.0,3.0,0.0,6.0,6.0,6.0,0.0,47.0,47.0,47.0,0.0,,,,,1
46105,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,-266.0,-266.0,-266.0,0.0,-265.0,-265.0,-265.0,0.0,1
46122,6.0,6.0,6.0,0.0,380.0,380.0,380.0,0.0,29.0,29.0,29.0,0.0,,,,,1
46135,,,,,,,,,181.0,181.0,181.0,0.0,182.0,182.0,182.0,0.0,1
46222,7.0,7.0,7.0,0.0,39.0,39.0,39.0,0.0,90.0,90.0,90.0,0.0,,,,,1
60441,98.0,98.0,98.0,0.0,98.0,98.0,98.0,0.0,,,,,,,,,1
59802,,,,,,,,,16.0,16.0,16.0,0.0,17.0,17.0,17.0,0.0,1
59901,5.0,5.0,5.0,0.0,46.0,46.0,46.0,0.0,49.0,49.0,49.0,0.0,,,,,1
60005,,,,,,,,,,,,,,,,,1
60016,,,,,,,,,,,,,,,,,1
60026,45.0,45.0,45.0,0.0,45.0,45.0,45.0,0.0,57.0,57.0,57.0,0.0,,,,,1
60044,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,,,,,,,,,1
60062,,,,,,,,,,,,,,,,,1
61032,,,,,,,,,68.0,68.0,68.0,0.0,69.0,69.0,69.0,0.0,1
61102,,,,,,,,,,,,,,,,,1
60131,,,,,,,,,,,,,,,,,1
60142,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
60181,,,,,,,,,,,,,,,,,1
60187,,,,,,,,,,,,,,,,,1
60192,,,,,,,,,8.0,8.0,8.0,0.0,10.0,10.0,10.0,0.0,1
60194,,,,,,,,,,,,,,,,,1
53022,7.0,7.0,7.0,0.0,9.0,9.0,9.0,0.0,38.0,38.0,38.0,0.0,41.0,41.0,41.0,0.0,1
53024,,,,,,,,,,,,,,,,,1
60446,9.0,9.0,9.0,0.0,,,,,,,,,,,,,1
60452,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
60523,,,,,,,,,,,,,,,,,1
60560,,,,,,,,,23.0,23.0,23.0,0.0,24.0,24.0,24.0,0.0,1
60561,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,34.0,34.0,34.0,0.0,35.0,35.0,35.0,0.0,1
60803,1.0,1.0,1.0,0.0,22.0,22.0,22.0,0.0,,,,,,,,,1
53147,,,,,,,,,27.0,27.0,27.0,0.0,28.0,28.0,28.0,0.0,1
53206,,,,,,,,,,,,,56.0,56.0,56.0,0.0,1
49461,132.0,132.0,132.0,0.0,132.0,132.0,132.0,0.0,148.0,148.0,148.0,0.0,,,,,1
49801,1.0,1.0,1.0,0.0,,,,,41.0,41.0,41.0,0.0,,,,,1
49855,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
50023,,,,,,,,,,,,,,,,,1
52297,,,,,,,,,,,,,,,,,1
52315,,,,,,,,,,,,,,,,,1
62549,23.0,23.0,23.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
62711,27.0,27.0,27.0,0.0,27.0,27.0,27.0,0.0,110.0,110.0,110.0,0.0,111.0,111.0,111.0,0.0,1
63005,123.0,123.0,123.0,0.0,123.0,123.0,123.0,0.0,,,,,,,,,1
63011,71.0,71.0,71.0,0.0,71.0,71.0,71.0,0.0,,,,,,,,,1
63017,6.0,6.0,6.0,0.0,13.0,13.0,13.0,0.0,,,,,,,,,1
63021,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,1
63141,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,48.0,48.0,48.0,0.0,,,,,1
61528,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,64.0,64.0,64.0,0.0,65.0,65.0,65.0,0.0,1
64112,,,,,,,,,,,,,,,,,1
64114,,,,,,,,,,,,,,,,,1
64152,,,,,,,,,104.0,104.0,104.0,0.0,,,,,1
64157,,,,,,,,,,,,,,,,,1
65109,,,,,,,,,,,,,,,,,1
65180,,,,,,,,,,,,,,,,,1
65340,13.0,13.0,13.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,1
62434,,,,,,,,,75.0,75.0,75.0,0.0,,,,,1
65613,27.0,27.0,27.0,0.0,,,,,69.0,69.0,69.0,0.0,,,,,1
65725,,,,,,,,,32.0,32.0,32.0,0.0,,,,,1
66061,,,,,,,,,,,,,,,,,1
66205,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,43.0,43.0,43.0,0.0,46.0,46.0,46.0,0.0,1
66209,,,,,,,,,,,,,,,,,1
66213,,,,,,,,,,,,,,,,,1
66218,,,,,,,,,,,,,,,,,1
64081,,,,,,,,,64.0,64.0,64.0,0.0,,,,,1
60069,4.0,4.0,4.0,0.0,8.0,8.0,8.0,0.0,41.0,41.0,41.0,0.0,42.0,42.0,42.0,0.0,1
54228,4.0,4.0,4.0,0.0,,,,,,,,,,,,,1
54304,,,,,,,,,63.0,63.0,63.0,0.0,65.0,65.0,65.0,0.0,1
54311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1
54501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,0.0,27.0,27.0,27.0,0.0,1
54915,,,,,,,,,,,,,,,,,1
55025,5.0,5.0,5.0,0.0,,,,,,,,,,,,,1
57110,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,,,,,,,,,1
80027,,,,,,,,,,,,,,,,,1
80113,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,13.0,13.0,13.0,0.0,,,,,1
80122,,,,,,,,,,,,,,,,,1
80501,,,,,,,,,48.0,48.0,48.0,0.0,,,,,1
80513,0.0,0.0,0.0,0.0,,,,,36.0,36.0,36.0,0.0,37.0,37.0,37.0,0.0,1
78063,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,63.0,63.0,63.0,0.0,,,,,1
78209,21.0,21.0,21.0,0.0,21.0,21.0,21.0,0.0,,,,,,,,,1
78232,,,,,,,,,,,,,,,,,1
80918,,,,,,,,,29.0,29.0,29.0,0.0,30.0,30.0,30.0,0.0,1
82604,,,,,,,,,,,,,,,,,1
83201,,,,,,,,,,,,,,,,,1
83843,,,,,,,,,,,,,,,,,1
84040,,,,,,,,,,,,,,,,,1
78754,4.0,4.0,4.0,0.0,18.0,18.0,18.0,0.0,,,,,,,,,1
79701,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,,,,,,,,,1
80012,,,,,,,,,,,,,,,,,1
70706,,,,,,,,,70.0,70.0,70.0,0.0,,,,,1
70726,,,,,,,,,,,,,,,,,1
70775,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,49.0,49.0,49.0,0.0,54.0,54.0,54.0,0.0,1
70810,44.0,44.0,44.0,0.0,44.0,44.0,44.0,0.0,,,,,,,,,1
70815,,,,,,,,,3.0,3.0,3.0,0.0,6.0,6.0,6.0,0.0,1
87004,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,,,,,,,,,1
80526,,,,,,,,,,,,,,,,,1
80907,,,,,,,,,,,,,,,,,1
61554,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,,,,,,,,,1
61853,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,30.0,30.0,30.0,0.0,,,,,1
61873,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,71.0,71.0,71.0,0.0,,,,,1
61880,,,,,,,,,,,,,,,,,1
62025,49.0,49.0,49.0,0.0,49.0,49.0,49.0,0.0,104.0,104.0,104.0,0.0,105.0,105.0,105.0,0.0,1
62062,,,,,20.0,20.0,20.0,0.0,,,,,,,,,1
62234,,,,,,,,,,,,,,,,,1
70578,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,58.0,58.0,58.0,0.0,59.0,59.0,59.0,0.0,1
70433,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,44.0,44.0,44.0,0.0,45.0,45.0,45.0,0.0,1
66503,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,45.0,45.0,45.0,0.0,49.0,49.0,49.0,0.0,1
67002,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
67037,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,68.0,68.0,68.0,0.0,,,,,1
67301,,,,,,,,,,,,,,,,,1
67501,9.0,9.0,9.0,0.0,6.0,6.0,6.0,0.0,85.0,85.0,85.0,0.0,86.0,86.0,86.0,0.0,1
67526,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,,,,,,,,,1
68845,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,86.0,86.0,86.0,0.0,87.0,87.0,87.0,0.0,1
70512,1.0,1.0,1.0,0.0,15.0,15.0,15.0,0.0,65.0,65.0,65.0,0.0,,,,,1
70520,,,,,11.0,11.0,11.0,0.0,50.0,50.0,50.0,0.0,,,,,1
69001,10.0,10.0,10.0,0.0,32.0,32.0,32.0,0.0,77.0,77.0,77.0,0.0,80.0,80.0,80.0,0.0,1
70043,65.0,65.0,65.0,0.0,97.0,97.0,97.0,0.0,,,,,,,,,1
70058,2.0,2.0,2.0,0.0,7.0,7.0,7.0,0.0,37.0,37.0,37.0,0.0,,,,,1
70128,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,51.0,51.0,51.0,0.0,,,,,1
70344,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,107.0,107.0,107.0,0.0,,,,,1
70420,,,,,,,,,,,,,,,,,1
12866,,,,,,,,,,,,,,,,,1
13032,,,,,,,,,,,,,,,,,1
13501,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,70.0,70.0,70.0,0.0,,,,,1
13684,,,,,,,,,,,,,,,,,1
70817,,,,,,,,,,,,,,,,,1
70438,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,197.0,197.0,197.0,0.0,,,,,1
70446,,,,,,,,,,,,,,,,,1
70506,0.0,0.0,0.0,0.0,,,,,55.0,55.0,55.0,0.0,,,,,1
78259,,,,,,,,,,,,,,,,,1
78654,136.0,136.0,136.0,0.0,136.0,136.0,136.0,0.0,,,,,,,,,1
78703,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,,,,,,,,,1
78746,,,,,,,,,30.0,30.0,30.0,0.0,31.0,31.0,31.0,0.0,1
78750,1.0,1.0,1.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,1
12118,,,,,11.0,11.0,11.0,0.0,,,,,,,,,1
12601,,,,,,,,,,,,,,,,,1
12603,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,76.0,76.0,76.0,0.0,,,,,1
07081,27.0,27.0,27.0,0.0,27.0,27.0,27.0,0.0,83.0,83.0,83.0,0.0,,,,,1
00803,1.0,1.0,1.0,0.0,,,,,121.0,121.0,121.0,0.0,,,,,1
07109,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,1
07731,,,,,,,,,,,,,,,,,1
07739,,,,,10.0,10.0,10.0,0.0,,,,,,,,,1
07755,2.0,2.0,2.0,0.0,20.0,20.0,20.0,0.0,24.0,24.0,24.0,0.0,,,,,1
07860,12.0,12.0,12.0,0.0,12.0,12.0,12.0,0.0,47.0,47.0,47.0,0.0,,,,,1
06870,15.0,15.0,15.0,0.0,,,,,62.0,62.0,62.0,0.0,,,,,1
08050,6.0,6.0,6.0,0.0,-4.0,-4.0,-4.0,0.0,57.0,57.0,57.0,0.0,,,,,1
08055,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,18.0,18.0,18.0,0.0,21.0,21.0,21.0,0.0,1
01106,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,,,,,18.0,18.0,18.0,0.0,1
00977,,,,,,,,,329.0,329.0,329.0,0.0,,,,,1
08092,,,,,,,,,,,,,,,,,1
08094,9.0,9.0,9.0,0.0,3.0,3.0,3.0,0.0,,,,,,,,,1
08251,,,,,,,,,,,,,,,,,1
08260,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,28.0,28.0,28.0,0.0,,,,,1
08551,,,,,,,,,,,,,,,,,1
08638,,,,,,,,,,,,,,,,,1
01778,,,,,,,,,,,,,,,,,1
08721,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,43.0,43.0,43.0,0.0,,,,,1
08833,,,,,,,,,,,,,,,,,1
08901,,,,,,,,,,,,,,,,,1
10011,65.0,65.0,65.0,0.0,65.0,65.0,65.0,0.0,,,,,,,,,1
01450,2.0,2.0,2.0,0.0,21.0,21.0,21.0,0.0,71.0,71.0,71.0,0.0,,,,,1
97202,,,,,,,,,,,,,,,,,1
97213,9.0,9.0,9.0,0.0,,,,,,,,,,,,,1
97223,,,,,,,,,,,,,,,,,1
97330,,,,,,,,,,,,,,,,,1
98056,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,65.0,65.0,65.0,0.0,66.0,66.0,66.0,0.0,1
98683,1.0,1.0,1.0,0.0,5.0,5.0,5.0,0.0,41.0,41.0,41.0,0.0,,,,,1
99516,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,65.0,65.0,65.0,0.0,66.0,66.0,66.0,0.0,1
10950,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,85.0,85.0,85.0,0.0,,,,,1
91403,,,,,,,,,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1
91789,,,,,,,,,72.0,72.0,72.0,0.0,73.0,73.0,73.0,0.0,1
92117,1.0,1.0,1.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,1
92186,,,,,,,,,1.0,1.0,1.0,0.0,,,,,1
92570,,,,,,,,,,,,,,,,,1
92688,20.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,,,,,,,,,1
87042,1.0,1.0,1.0,0.0,15.0,15.0,15.0,0.0,,,,,,,,,1
87114,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,208.0,208.0,208.0,0.0,,,,,1
94122,,,,,,,,,,,,,,,,,1
94301,3.0,3.0,3.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,1
95831,,,,,,,,,51.0,51.0,51.0,0.0,52.0,52.0,52.0,0.0,1
96712,,,,,,,,,,,,,,,,,1
96734,,,,,,,,,48.0,48.0,48.0,0.0,49.0,49.0,49.0,0.0,1
96928,39.0,39.0,39.0,0.0,39.0,39.0,39.0,0.0,65.0,65.0,65.0,0.0,66.0,66.0,66.0,0.0,1
90277,,,,,,,,,,,,,,,,,1
91214,0.0,0.0,0.0,0.0,300.0,300.0,300.0,0.0,348.0,348.0,348.0,0.0,,,,,1
85024,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,93.0,93.0,93.0,0.0,,,,,1
85054,,,,,,,,,,,,,,,,,1
85250,,,,,,,,,,,,,,,,,1
85713,,,,,,,,,,,,,,,,,1
85747,2.0,2.0,2.0,0.0,13.0,13.0,13.0,0.0,,,,,,,,,1
07080,,,,,,,,,,,,,,,,,1
94040,3.0,3.0,3.0,0.0,6.0,6.0,6.0,0.0,26.0,26.0,26.0,0.0,,,,,1
94110,,,,,,,,,,,,,,,,,1
07020,,,,,,,,,,,,,,,,,1
07039,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,84.0,84.0,84.0,0.0,,,,,1
07040,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,65.0,65.0,65.0,0.0,,,,,1
07054,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,24.0,24.0,24.0,0.0,,,,,1
07059,,,,,,,,,,,,,,,,,1
07063,,,,,,,,,,,,,,,,,1
84075,,,,,,,,,,,,,,,,,1
84084,13.0,13.0,13.0,0.0,,,,,,,,,,,,,1
